window_size,stride,num_graphs,activity_acc,activity_f1,improved_activity_acc,improved_activity_f1,anomaly_rate,improved_anomaly_rate
30,1,3294,0.3586698337292161,0.3689903738219102,0.32304038004750596,0.34555752047355437,5.067300079176563,5.067300079176563
30,3,1134,0.3755868544600939,0.30759333037303976,0.3192488262910798,0.3399219782943816,5.164319248826291,5.164319248826291
30,5,701,0.39846743295019155,0.347992316523048,0.36398467432950193,0.40109435631349366,4.980842911877394,4.980842911877394
30,10,379,0.4117647058823529,0.29653958132573355,0.27941176470588236,0.29663148871200945,5.147058823529411,5.147058823529411
30,15,271,0.41935483870967744,0.2863216625174356,0.3333333333333333,0.33308686088740513,5.376344086021505,5.376344086021505
35,1,2814,0.2497918401332223,0.23468998613323674,0.3405495420482931,0.3636767374800319,4.995836802664446,4.995836802664446
35,3,967,0.25061425061425063,0.22794749836494108,0.16461916461916462,0.17945122867717153,5.159705159705159,5.159705159705159
35,5,598,0.38,0.34914850532222674,0.224,0.2207507195049073,5.2,5.2
35,10,322,0.16153846153846155,0.14134696986182133,0.17692307692307693,0.18669866844102245,5.384615384615385,5.384615384615385
35,15,232,0.40860215053763443,0.2445178223689781,0.26881720430107525,0.23913418110090762,5.376344086021505,5.376344086021505
40,1,2404,0.5581395348837209,0.5266008831177,0.6143410852713178,0.6016112147314469,5.038759689922481,5.038759689922481
40,3,825,0.5028248587570622,0.4594789704959197,0.519774011299435,0.5009713316008716,5.084745762711865,5.084745762711865
40,5,511,0.4537037037037037,0.38871082621082614,0.49074074074074076,0.45027934165965616,5.555555555555555,5.555555555555555
40,10,276,0.43103448275862066,0.3332531641764122,0.5344827586206896,0.49462716120931133,5.172413793103448,5.172413793103448
40,15,198,0.43902439024390244,0.3680913527765485,0.5121951219512195,0.487118734923613,4.878048780487805,4.878048780487805
45,1,2095,0.16205533596837945,0.11186120535870439,0.2766798418972332,0.17545550949580643,5.138339920948617,5.138339920948617
45,3,717,0.14772727272727273,0.10780098280098281,0.2727272727272727,0.3133095165703862,5.681818181818182,5.681818181818182
45,5,441,0.23214285714285715,0.21266233766233764,0.25,0.2313335263183287,5.357142857142857,5.357142857142857
45,10,235,0.13333333333333333,0.12072727272727272,0.13333333333333333,0.14285714285714288,6.666666666666667,6.666666666666667
45,15,168,0.21739130434782608,0.1323251417769376,0.17391304347826086,0.11067193675889328,8.695652173913043,8.695652173913043
50,1,1868,0.6716417910447762,0.5598062409622548,0.7014925373134329,0.5891390993788114,5.074626865671641,5.074626865671641
50,3,638,0.5565217391304348,0.49269396176697244,0.6173913043478261,0.5279061784897024,5.217391304347826,5.217391304347826
50,5,389,0.5571428571428572,0.4688141923436041,0.5857142857142857,0.5023809523809523,5.714285714285714,5.714285714285714
50,10,206,0.4864864864864865,0.4116424116424116,0.6756756756756757,0.5584905660377358,5.405405405405405,5.405405405405405
50,15,145,0.5769230769230769,0.4437869822485207,0.5769230769230769,0.46955746955746963,7.6923076923076925,7.6923076923076925
60,1,1513,0.7016129032258065,0.7132418463731954,0.7096774193548387,0.7135554380398379,5.64516129032258,5.64516129032258
60,3,515,0.6590909090909091,0.6803519061583577,0.7045454545454546,0.6652892561983471,6.8181818181818175,6.8181818181818175
60,5,313,0.6428571428571429,0.6428571428571429,0.4642857142857143,0.5332821300563235,7.142857142857142,7.142857142857142
60,10,164,0.5625,0.5357142857142858,0.4375,0.48958333333333326,6.25,6.25
60,15,116,0.25,0.3181818181818182,0.5,0.4666666666666666,8.333333333333332,8.333333333333332
